,NameID,Name,TitleID,TitleName,Genre,Rating,Year
0,nm3031063,Katherine McNamara,tt12624584,Untitled Horror Movie,Comedy,4.9,2021
1,nm3031063,Katherine McNamara,tt3986420,Trust,Drama,5.4,2021
2,nm3031063,Katherine McNamara,tt13406086,Kappa Kappa Die,Comedy,6.3,2020
3,nm3031063,Katherine McNamara,tt8760280,Finding You,Drama,6.2,2020
4,nm3031063,Katherine McNamara,tt5238904,Assimilate,Horror,5.3,2019
5,nm3031063,Katherine McNamara,tt4500922,Maze Runner: The Death Cure,Action,6.3,2018
6,nm3031063,Katherine McNamara,tt7631786,Charlotte,Horror,3.3,2017
7,nm3031063,Katherine McNamara,tt3667792,Natural Selection,Drama,5.1,2016
8,nm3031063,Katherine McNamara,tt3147336,Indiscretion,Crime,4.9,2016
9,nm3031063,Katherine McNamara,tt4196832,Is That a Gun in Your Pocket?,Comedy,5.3,2016
10,nm3031063,Katherine McNamara,tt3007524,Little Savages,Adventure,5.2,2016
11,nm3031063,Katherine McNamara,tt4046784,Maze Runner: The Scorch Trials,Action,6.3,2015
12,nm3031063,Katherine McNamara,tt3303652,A Sort of Homecoming,Drama,5.9,2015
13,nm3031063,Katherine McNamara,tt1977087,Tom Sawyer & Huckleberry Finn,Action,5.2,2014
14,nm3031063,Katherine McNamara,tt2245188,Contest,Drama,5.5,2013
15,nm3031063,Katherine McNamara,tt2359137,Last Ounce of Courage,Drama,3.8,2012
16,nm3031063,Katherine McNamara,tt1598822,New Year's Eve,Comedy,5.7,2011
17,nm3031063,Katherine McNamara,tt1726883,Sam Steele and the Crystal Chalice,Family,6.4,2011
18,nm3031063,Katherine McNamara,tt1312222,Last Will,Drama,4.5,2011
19,nm3031063,Katherine McNamara,tt1436577,Sam Steele and the Junior Detective Agency,Family,4.5,2009
20,nm3031063,Katherine McNamara,tt1239257,Matchmaker Mary,Family,6.3,2008
21,nm3031063,Katherine McNamara,tt0821810,All Roads Lead Home,Drama,5.9,2008
22,nm3031063,Katherine McNamara,tt12624584,Untitled Horror Movie,Comedy,4.9,2021
23,nm3031063,Katherine McNamara,tt4500922,Maze Runner: The Death Cure,Action,6.3,2018
24,nm3031063,Katherine McNamara,tt3007524,Little Savages,Adventure,5.2,2016
25,nm3031063,Katherine McNamara,tt3303652,A Sort of Homecoming,Drama,5.9,2015
26,nm3031063,Katherine McNamara,tt2245188,Contest,Drama,5.5,2013
27,nm4960279,Margaret Qualley,tt2222052,My Salinger Year,Drama,6.4,2020
28,nm4960279,Margaret Qualley,tt1780967,Seberg,Biography,5.8,2019
29,nm4960279,Margaret Qualley,tt2866708,Strange But True,Thriller,5.9,2019
30,nm4960279,Margaret Qualley,tt7131622,Once Upon a Time... In Hollywood,Comedy,7.6,2019
31,nm4960279,Margaret Qualley,tt6316466,Adam,Comedy,3.8,2019
32,nm4960279,Margaret Qualley,tt6566768,Native Son,Drama,5.7,2019
33,nm4960279,Margaret Qualley,tt3256226,IO,Adventure,4.7,2019
34,nm4960279,Margaret Qualley,tt7087210,Donnybrook,Action,5.4,2018
35,nm4960279,Margaret Qualley,tt1241317,Death Note,Action,4.4,2017
36,nm4960279,Margaret Qualley,tt1291566,The Vanishing of Sidney Hall,Drama,6.9,2017
37,nm4960279,Margaret Qualley,tt4513316,Novitiate,Drama,6.7,2017
38,nm4960279,Margaret Qualley,tt3799694,The Nice Guys,Action,7.4,2016
39,nm4960279,Margaret Qualley,tt2479800,Palo Alto,Drama,6.2,2013
40,nm2024644,Daniel Henney,tt2245084,Big Hero 6,Animation,7.8,2014
41,nm2024644,Daniel Henney,tt3025712,The Spy: Undercover Operation,Action,6.3,2013
42,nm2024644,Daniel Henney,tt3013126,One Night Surprise,Comedy,5.3,2013
43,nm2024644,Daniel Henney,tt1549920,The Last Stand,Action,6.3,2013
44,nm2024644,Daniel Henney,tt2070597,Shanghai Calling,Comedy,6.2,2012
45,nm2024644,Daniel Henney,tt2081329,Papa,Drama,6.3,2012
46,nm2024644,Daniel Henney,tt0458525,X-Men Origins: Wolverine,Action,6.6,2009
47,nm2024644,Daniel Henney,tt0996963,My Father,Drama,6.9,2007
48,nm2024644,Daniel Henney,tt0928154,Seducing Mr. Perfect,Romance,6.6,2006
49,nm1227814,Vanessa Hudgens,tt14731142,The Princess Switch 3,Comedy,5.5,2021
50,nm1227814,Vanessa Hudgens,tt8721424,"tick, tick...BOOM!",Biography,7.7,2021
51,nm1227814,Vanessa Hudgens,tt10101702,My Little Pony: A New Generation,Animation,6.9,2021
52,nm1227814,Vanessa Hudgens,tt14850172,Asking for It,Thriller,7.1,2021
53,nm1227814,Vanessa Hudgens,tt11199410,The Princess Switch: Switched Again,Comedy,5.4,2020
54,nm1227814,Vanessa Hudgens,tt1502397,Bad Boys for Life,Action,6.6,2020
55,nm1227814,Vanessa Hudgens,tt10060094,The Knight Before Christmas,Adventure,5.6,2019
56,nm1227814,Vanessa Hudgens,tt4139588,Polar,Action,6.3,2019
57,nm1227814,Vanessa Hudgens,tt2126357,Second Act,Comedy,5.8,2018
58,nm1227814,Vanessa Hudgens,tt8954732,The Princess Switch,Comedy,6.1,2018
59,nm1227814,Vanessa Hudgens,tt7365604,Dog Days,Comedy,6.2,2018
60,nm1227814,Vanessa Hudgens,tt1817771,Freaks of Nature,Comedy,5.9,2015
61,nm1227814,Vanessa Hudgens,tt1657510,Gimme Shelter,Drama,6.5,2013
62,nm1227814,Vanessa Hudgens,tt2002718,Machete Kills,Action,5.6,2013
63,nm1227814,Vanessa Hudgens,tt2005374,The Frozen Ground,Crime,6.4,2013
64,nm1227814,Vanessa Hudgens,tt2101441,Spring Breakers,Crime,5.3,2012
65,nm1227814,Vanessa Hudgens,tt1397514,Journey 2: The Mysterious Island,Action,5.8,2012
66,nm1227814,Vanessa Hudgens,tt0978764,Sucker Punch,Action,6.0,2011
67,nm1227814,Vanessa Hudgens,tt1152398,Beastly,Drama,5.6,2011
68,nm1227814,Vanessa Hudgens,tt0976222,Bandslam,Comedy,6.3,2009
69,nm1227814,Vanessa Hudgens,tt0962726,High School Musical 3: Senior Year,Comedy,4.9,2008
70,nm1227814,Vanessa Hudgens,tt0167456,Thunderbirds,Action,4.3,2004
71,nm1227814,Vanessa Hudgens,tt0328538,Thirteen,Drama,6.8,2003
72,nm1227814,Vanessa Hudgens,tt15048860,Elton John: Music Man,Documentary,,2016
73,nm1227814,Vanessa Hudgens,tt2894120,Flirting with Danger,Documentary,7.0,2012
74,nm1227814,Vanessa Hudgens,tt14731142,The Princess Switch 3,Comedy,5.5,2021
75,nm1227814,Vanessa Hudgens,tt11199410,The Princess Switch: Switched Again,Comedy,5.4,2020
76,nm1227814,Vanessa Hudgens,tt10060094,The Knight Before Christmas,Adventure,5.6,2019
77,nm1227814,Vanessa Hudgens,tt8721424,"tick, tick...BOOM!",Biography,7.7,2021
78,nm1227814,Vanessa Hudgens,tt10101702,My Little Pony: A New Generation,Animation,6.9,2021
79,nm1227814,Vanessa Hudgens,tt8954732,The Princess Switch,Comedy,6.1,2018
80,nm1227814,Vanessa Hudgens,tt2101441,Spring Breakers,Crime,5.3,2012
81,nm1227814,Vanessa Hudgens,tt1152398,Beastly,Drama,5.6,2011
82,nm1227814,Vanessa Hudgens,tt0976222,Bandslam,Comedy,6.3,2009
83,nm1227814,Vanessa Hudgens,tt0962726,High School Musical 3: Senior Year,Comedy,4.9,2008
84,nm5939164,Zazie Beetz,tt10696784,The Harder They Fall,Action,6.6,2021
85,nm5939164,Zazie Beetz,tt8241000,Extinct,Animation,5.4,2021
86,nm5939164,Zazie Beetz,tt4789618,Still Here,Crime,5.6,2020
87,nm5939164,Zazie Beetz,tt10451852,Nine Days,Drama,6.9,2020
88,nm5939164,Zazie Beetz,tt4682804,Lucy in the Sky,Drama,4.9,2019
89,nm5939164,Zazie Beetz,tt7286456,Joker,Crime,8.4,2019
90,nm5939164,Zazie Beetz,tt1780967,Seberg,Biography,5.8,2019
