,NameID,Name,TitleID,TitleName,TitleType
1000,nm0000601,Harold Ramis,tt0478311,Knocked Up,movie
1001,nm0000601,Harold Ramis,tt0434139,The Last Kiss,movie
1002,nm0000601,Harold Ramis,tt0282593,I'm with Lucy,movie
1003,nm0000601,Harold Ramis,tt0273923,Orange County,movie
1004,nm0000601,Harold Ramis,tt0146882,High Fidelity,movie
1005,nm0000601,Harold Ramis,tt0119822,As Good as It Gets,movie
1006,nm0000601,Harold Ramis,tt0110391,Love Affair,movie
1007,nm0000601,Harold Ramis,tt0109068,Airheads,movie
1008,nm0000601,Harold Ramis,tt0107048,Groundhog Day,movie
1009,nm0000601,Harold Ramis,tt0097428,Ghostbusters II,movie
1010,nm0000601,Harold Ramis,tt0096171,Stealing Home,movie
1011,nm0000601,Harold Ramis,tt0092605,Baby Boom,movie
1012,nm0000601,Harold Ramis,tt0087332,Ghostbusters,movie
1013,nm0000601,Harold Ramis,tt0085995,National Lampoon's Vacation,movie
1014,nm0000601,Harold Ramis,tt0086346,Spacehunter: Adventures in the Forbidden Zone,movie
1015,nm0000601,Harold Ramis,tt0082509,Heavy Metal,movie
1016,nm0000601,Harold Ramis,tt0083131,Stripes,movie
1017,nm0000601,Harold Ramis,tt4513678,Ghostbusters: Afterlife,movie
1018,nm0000601,Harold Ramis,tt13892710,A Fandemic: 50 Fans Celebrate 50 Years of Cinema,movie
1019,nm0000601,Harold Ramis,tt1289401,Ghostbusters,movie
1020,nm0000601,Harold Ramis,tt1045778,Year One,movie
1021,nm0000601,Harold Ramis,tt0374358,Stork Day,movie
1022,nm0000601,Harold Ramis,tt0289848,Analyze That,movie
1023,nm0000601,Harold Ramis,tt0230030,Bedazzled,movie
1024,nm0000601,Harold Ramis,tt0122933,Analyze This,movie
1025,nm0000601,Harold Ramis,tt0107048,Groundhog Day,movie
1026,nm0000601,Harold Ramis,tt0102813,Rover Dangerfield,movie
1027,nm0000601,Harold Ramis,tt0097428,Ghostbusters II,movie
1028,nm0000601,Harold Ramis,tt0094824,Caddyshack II,movie
1029,nm0000601,Harold Ramis,tt0093516,Meatballs III: Summer Job,movie
1030,nm0000601,Harold Ramis,tt0090660,Armed and Dangerous,movie
1031,nm0000601,Harold Ramis,tt0090856,Club Paradise,movie
1032,nm0000601,Harold Ramis,tt0090685,Back to School,movie
1033,nm0000601,Harold Ramis,tt0087332,Ghostbusters,movie
1034,nm0000601,Harold Ramis,tt0083131,Stripes,movie
1035,nm0000601,Harold Ramis,tt0080487,Caddyshack,movie
1036,nm0000601,Harold Ramis,tt0079540,Meatballs,movie
1037,nm0000601,Harold Ramis,tt0077975,National Lampoon's Animal House,movie
1038,nm0000601,Harold Ramis,tt1289401,Ghostbusters,movie
1039,nm0000601,Harold Ramis,tt1509788,Ass Backwards,movie
1040,nm0000601,Harold Ramis,tt0907848,Dakota Skye,movie
1041,nm0000601,Harold Ramis,tt0494222,Eagle vs Shark,movie
1042,nm0000601,Harold Ramis,tt0110475,The Mask,movie
1043,nm0000601,Harold Ramis,tt1829041,Joffrey: Mavericks of American Dance,movie
1044,nm0000601,Harold Ramis,tt1045778,Year One,movie
1045,nm0000601,Harold Ramis,tt0492896,Archie's Final Project,movie
1046,nm0000601,Harold Ramis,tt0391229,I Want Someone to Eat Cheese With,movie
1047,nm0000601,Harold Ramis,tt0280674,The First $20 Million Is Always the Hardest,movie
1048,nm0000601,Harold Ramis,tt0230030,Bedazzled,movie
1049,nm0000601,Harold Ramis,tt0117108,Multiplicity,movie
1050,nm0000601,Harold Ramis,tt0107048,Groundhog Day,movie
1051,nm0000601,Harold Ramis,tt0090660,Armed and Dangerous,movie
1052,nm0000601,Harold Ramis,tt0090685,Back to School,movie
1053,nm0000601,Harold Ramis,tt1045778,Year One,movie
1054,nm0000601,Harold Ramis,tt0400525,The Ice Harvest,movie
1055,nm0000601,Harold Ramis,tt0289848,Analyze That,movie
1056,nm0000601,Harold Ramis,tt0230030,Bedazzled,movie
1057,nm0000601,Harold Ramis,tt0122933,Analyze This,movie
1058,nm0000601,Harold Ramis,tt0117108,Multiplicity,movie
1059,nm0000601,Harold Ramis,tt0114571,Stuart Saves His Family,movie
1060,nm0000601,Harold Ramis,tt0107048,Groundhog Day,movie
1061,nm0000601,Harold Ramis,tt0090856,Club Paradise,movie
1062,nm0000601,Harold Ramis,tt0085995,National Lampoon's Vacation,movie
1063,nm0000601,Harold Ramis,tt0080487,Caddyshack,movie
1064,nm0000601,Harold Ramis,tt0230030,Bedazzled,movie
1065,nm0000601,Harold Ramis,tt0107048,Groundhog Day,movie
1066,nm0000601,Harold Ramis,tt0083131,Stripes,movie
1067,nm0480869,Art LaFleur,tt3163244,The Last Treasure Hunt,movie
1068,nm0480869,Art LaFleur,tt1608368,House Hunting,movie
1069,nm0480869,Art LaFleur,tt2093965,Bring Me the Head of Lance Henriksen,movie
1070,nm0480869,Art LaFleur,tt1093906,The Rig,movie
1071,nm0480869,Art LaFleur,tt1480662,Illegal,movie
1072,nm0480869,Art LaFleur,tt1335986,Dahmer vs. Gacy,movie
1073,nm0480869,Art LaFleur,tt0811080,Speed Racer,movie
1074,nm0480869,Art LaFleur,tt0454402,Bad Guys,movie
1075,nm0480869,Art LaFleur,tt0804541,Shiloh Falls,movie
1076,nm0480869,Art LaFleur,tt0452681,The Santa Clause 3: The Escape Clause,movie
1077,nm0480869,Art LaFleur,tt0340163,Hostage,movie
1078,nm0480869,Art LaFleur,tt0432259,Breaking the Fifth,movie
1079,nm0480869,Art LaFleur,tt0356470,A Cinderella Story,movie
1080,nm0480869,Art LaFleur,tt0395491,Call Waiting,movie
1081,nm0480869,Art LaFleur,tt0304669,The Santa Clause 2,movie
1082,nm0480869,Art LaFleur,tt0191397,The Replacements,movie
1083,nm0480869,Art LaFleur,tt0183392,Last Chance,movie
1084,nm0480869,Art LaFleur,tt0119292,Hijacking Hollywood,movie
1085,nm0480869,Art LaFleur,tt0120042,Running Time,movie
1086,nm0480869,Art LaFleur,tt0113646,Lewis & Clark & George,movie
1087,nm0480869,Art LaFleur,tt0116311,First Kid,movie
1088,nm0480869,Art LaFleur,tt0113755,Man of the House,movie
1089,nm0480869,Art LaFleur,tt0110123,In the Army Now,movie
1090,nm0480869,Art LaFleur,tt0110478,Maverick,movie
1091,nm0480869,Art LaFleur,tt0108037,The Sandlot,movie
1092,nm0480869,Art LaFleur,tt0107247,Jack the Bear,movie
1093,nm0480869,Art LaFleur,tt0104291,Forever Young,movie
1094,nm0480869,Art LaFleur,tt0104926,Mr. Baseball,movie
1095,nm0480869,Art LaFleur,tt0103116,Trancers II,movie
1096,nm0480869,Art LaFleur,tt0102603,Oscar,movie
1097,nm0480869,Art LaFleur,tt0099385,Death Warrant,movie
1098,nm0480869,Art LaFleur,tt0099005,Air America,movie
1099,nm0480869,Art LaFleur,tt0097655,Keaton's Cop,movie
1100,nm0480869,Art LaFleur,tt0097351,Field of Dreams,movie
1101,nm0480869,Art LaFleur,tt0293905,Pulse Pounders,movie
1102,nm0480869,Art LaFleur,tt0094761,The Blob,movie
1103,nm0480869,Art LaFleur,tt0096466,The Wrong Guys,movie
1104,nm0480869,Art LaFleur,tt0095958,Rampage,movie
1105,nm0480869,Art LaFleur,tt0091896,Say Yes,movie
1106,nm0480869,Art LaFleur,tt0090859,Cobra,movie
1107,nm0480869,Art LaFleur,tt0092298,Zone Troopers,movie
1108,nm0480869,Art LaFleur,tt0089543,The Man with One Red Shoe,movie
1109,nm0480869,Art LaFleur,tt0087062,City Heat,movie
1110,nm0480869,Art LaFleur,tt0090192,Trancers,movie
1111,nm0480869,Art LaFleur,tt0088326,Unfaithfully Yours,movie
1112,nm0480869,Art LaFleur,tt0086567,WarGames,movie
1113,nm0480869,Art LaFleur,tt0085375,Cracking Up,movie
1114,nm0480869,Art LaFleur,tt0084171,Jekyll and Hyde... Together Again,movie
