,NameID,AwardName,Year
1983,nm2024644,Achievement Award,2012
1984,nm2024644,BTVA Feature Film Voice Acting Award,2015
1985,nm2024644,Korean Association of Film Critics Award,2007
1986,nm2024644,Blue Dragon Award,2007
1987,nm2024644,China Movie Channel Media Award,2012
1988,nm2024644,Cine21 Movie Award,2007
1989,nm1227814,Imagen Award,2006
1990,nm1227814,ShoWest Award,2010
1991,nm1227814,MTV Movie Award,2009
1992,nm1227814,MTV Movie Award,2009
1993,nm1227814,Young Artist Award,2007
1994,nm1227814,Blimp Award,2009
1995,nm1227814,Teen Choice Award,2006
1996,nm1227814,Teen Choice Award,2006
1997,nm1227814,Teen Choice Award,2009
1998,nm1227814,Teen Choice Award,2009
1999,nm1227814,People's Choice Award,2011
2000,nm1227814,Teen Choice Award,2009
2001,nm1227814,Teen Choice Award,2008
2002,nm1227814,Teen Choice Award,2011
2003,nm1227814,Teen Choice Award,2011
2004,nm1227814,Blimp Award,2010
2005,nm1227814,Teen Choice Award,2012
2006,nm1227814,Blimp Award,2013
2007,nm1227814,MTV Movie Award,2014
2008,nm1227814,EDA Special Mention Award,2013
2009,nm1227814,Golden Schmoes,2011
2010,nm1227814,Bravo Otto Germany,2007
2011,nm1227814,Bravo Otto Germany,2008
2012,nm1227814,Bravo Otto Germany,2008
2013,nm1227814,Teen Choice Award,2017
2014,nm1227814,Young Hollywood Award,2014
2015,nm1227814,Ischia Actress Award,2013
2016,nm1227814,Ischia Legend Award,2013
2017,nm1227814,Pioneering Spirit Award,2014
2018,nm1227814,Honorable Mention: Actress,2019
2019,nm1227814,People's Choice Award,2020
2020,nm1227814,People's Choice Award,2020
2021,nm1227814,Kids' Choice Award,2021
2022,nm1227814,Teen Choice Award,2007
2023,nm5939164,Black Reel,2018
2024,nm5939164,Primetime Emmy,2018
2025,nm5939164,Teen Choice Award,2018
2026,nm5939164,OFTA Television Award,2018
2027,nm5939164,EDA Special Mention Award,2020
2028,nm5939164,Excellence in Acting Award,2020
2029,nm5939164,SFC Award,2020
2030,nm5939164,IFJA Award,2019
2031,nm5939164,Saturn Award,2021
2032,nm5939164,INOCA TV,2018
2033,nm5939164,Tribute Award,2021
2034,nm3069650,BAFTA TV Award,2017
2035,nm3069650,TCA Award,2018
2036,nm3069650,Gold Derby TV Award,2018
2037,nm3069650,OFTA Television Award,2018
2038,nm3069650,Critics Choice Award,2019
2039,nm3069650,Dorian Award,2019
2040,nm3069650,National Television Award,2019
2041,nm3069650,BAFTA TV Award,2019
2042,nm3069650,MTV Movie + TV Award,2019
2043,nm3069650,IGN Award,2018
2044,nm3069650,TCA Award,2019
2045,nm3069650,Primetime Emmy,2019
2046,nm3069650,Gold Derby TV Award,2019
2047,nm3069650,OFTA Television Award,2019
2048,nm3069650,Satellite Award,2019
2049,nm3069650,Golden Globe,2020
2050,nm3069650,Critics Choice Award,2020
2051,nm3069650,Actor,2020
2052,nm3069650,WIN Award,2020
2053,nm3069650,Broadcasting Press Guild Award,2019
2054,nm3069650,RTS Television Award,2019
2055,nm3069650,TV Choice Award,2019
2056,nm3069650,RTS Television Award,2017
2057,nm3069650,IGN Award,2019
2058,nm3069650,BAFTA TV Award,2020
2059,nm3069650,Primetime Emmy,2020
2060,nm3069650,Gold Derby TV Award,2020
2061,nm3069650,TV Choice Award,2020
2062,nm3069650,OFTA Television Award,2020
2063,nm3069650,Golden Globe,2021
2064,nm3069650,MTV Movie + TV Award,2021
2065,nm3069650,BAFTA TV Award,2021
2066,nm3069650,INOCA TV,2019
2067,nm3069650,INOCA TV,2018
2068,nm3069650,Satellite Award,2022
2069,nm2093766,Best of the Fest,2008
2070,nm0224565,Gemini,2005
2071,nm0224565,Prism Award,2006
2072,nm0224565,Annie,2014
2073,nm0224565,Primetime Emmy,2014
2074,nm0224565,BTVA Voice Acting Award,2014
2075,nm0224565,BTVA Television Voice Acting Award,2014
2076,nm0224565,BTVA Special/DVD Voice Acting Award,2016
2077,nm0224565,Annie,2018
2078,nm0224565,Daytime Emmy,2018
2079,nm0224565,BTVA Television Voice Acting Award,2018
2080,nm0224565,Daytime Emmy,2019
2081,nm8808118,Gold Award,2019
